BBB,borough_code,block_number,lot_number,tax_year,owner_name,property_address,granted_reduction_amount,tax_class_code,BBB_test
3-996-36,3,996,36,2018,440 3RD AVE LLC,440 3 AVENUE,47550.0,4,3-996-36
3-999-30,3,999,30,2018,374 7TH STREET LLC,374 7 STREET,58450.0,2,3-999-30
3-999-60,3,999,60,2017,"311 ROSLYN COURT, LLC",311 8 STREET,28540.0,2,3-999-60
3-999-60,3,999,60,2018,"311 ROSLYN COURT, LLC",311 8 STREET,29650.0,2,3-999-60
3-1004-12,3,1004,12,2017,SCI FUNERAL SERVICES,226 8 STREET,88950.0,4,3-1004-12
3-1004-12,3,1004,12,2018,SCI FUNERAL SERVICES,226 8 STREET,100200.0,4,3-1004-12
3-1004-31,3,1004,31,2018,P. HENDEL PRODUCTS CO,262 8 STREET,25550.0,4,3-1004-31
3-1011-1,3,1011,1,2017,"ABRAMS HOLDINGS, LLC",459 5 AVENUE,18650.0,4,3-1011-1
3-1011-1,3,1011,1,2018,"ABRAMS HOLDINGS, LLC",459 5 AVENUE,66800.0,4,3-1011-1
3-1011-5,3,1011,5,2017,"ABRAMS HOLDINGS, LLC",453 5 AVENUE,190050.0,4,3-1011-5
3-1011-5,3,1011,5,2018,"ABRAMS HOLDINGS, LLC",453 5 AVENUE,214350.0,4,3-1011-5
3-1011-13,3,1011,13,2018,328 NINTH STREET MANA,328 9 STREET,35700.0,4,3-1011-13
3-1014-48,3,1014,48,2018,JOVIN II LLC,486 3 AVENUE,44230.0,2,3-1014-48
3-1022-52,3,1022,52,2018,NBR LLC,494 5 AVENUE,62100.0,4,3-1022-52
3-1023-1201,3,1023,1201,2018,392 11TH STREET CONDO,392 11 STREET,9672.0,2C,3-1023-1201
3-1028-24,3,1028,24,2018,12TH & 14TH STREET IN,252 12 STREET,146650.0,2,3-1028-24
3-1029-60,3,1029,60,2017,299 13TH ST. HOUSING,297 13 STREET,106150.0,2,3-1029-60
3-1029-60,3,1029,60,2018,299 13TH ST. HOUSING,297 13 STREET,154350.0,2,3-1029-60
3-1029-1401,3,1029,1401,2017,THE 294 12TH STREET C,294 12 STREET,21611.0,2C,3-1029-1401
3-1029-1401,3,1029,1401,2018,THE 294 12TH STREET C,294 12 STREET,21611.0,2C,3-1029-1401
3-1032-39,3,1032,39,2018,546 BUILDING OWNERS L,546 3 AVENUE,13050.0,4,3-1032-39
3-1034-39,3,1034,39,2018,4710 REALTY CORP.,520 5 AVENUE,129750.0,4,3-1034-39
3-1034-44,3,1034,44,2018,BROOKLYN RAINBOW ASSO,530 5 AVENUE,33650.0,4,3-1034-44
3-1041-1001,3,1041,1001,2018,501 ASSOCIATES LLC,550 5 AVENUE,140600.0,4,3-1041-1001
3-1042-18,3,1042,18,2018,12TH & 14TH STREET IN,280 14 STREET,216000.0,2,3-1042-18
3-1043-14,3,1043,14,2017,HEARTSHARE HUMAN SERV,334 14 STREET,646600.0,4,3-1043-14
3-1043-14,3,1043,14,2018,HEARTSHARE HUMAN SERV,334 14 STREET,787000.0,4,3-1043-14
3-1048-7,3,1048,7,2018,PARK SLOPE REALTY LLC,563 5 AVENUE,218300.0,4,3-1048-7
3-1048-32,3,1048,32,2018,BIJOLI CORP.,270 15 STREET,50100.0,2,3-1048-32
3-1048-1301,3,1048,1301,2018,226 15TH STREET CONDO,226 15 STREET,18551.0,2,3-1048-1301
3-1057-5,3,1057,5,2018,304 FLATBUSH AVENUE L,1 7 AVENUE,426100.0,4,3-1057-5
3-1057-14,3,1057,14,2018,312 FLATBUSH AVENUE L,312 FLATBUSH AVENUE,522900.0,4,3-1057-14
3-1057-19,3,1057,19,2018,312 FLATBUSH AVENUE L,320 FLATBUSH AVENUE,472000.0,4,3-1057-19
3-1058-1001,3,1058,1001,2018,KIMBERLEE CONDOMINIUM,180 STERLING PLACE,2940.0,2,3-1058-1001
3-1059-50,3,1059,50,2018,235 LINCOLN PLACE HOU,235 LINCOLN PLACE,495950.0,2,3-1059-50
3-1059-55,3,1059,55,2018,225 LINCOLN APTS. COR,225 LINCOLN PLACE,112950.0,2,3-1059-55
3-1059-59,3,1059,59,2018,209 LINCOLN PLACE HOU,215 LINCOLN PLACE,101050.0,4,3-1059-59
3-1065-37,3,1065,37,2018,90 EIGHTH AVENUE HOUS,90 8 AVENUE,695650.0,2,3-1065-37
3-1066-14,3,1066,14,2018,888 UNION STREET LLC.,888 UNION STREET,70000.0,2,3-1066-14
3-1066-24,3,1066,24,2018,TAURUS MANAGEMENT COR,906 UNION STREET,225650.0,4,3-1066-24
3-1067-45,3,1067,45,2018,118 8TH AVENUE HOUSIN,118 8 AVENUE,866450.0,2,3-1067-45
3-1071-2,3,1071,2,2018,19 FISKE PLACE HOUSIN,19 FISKE PLACE,150350.0,2,3-1071-2
3-1071-4,3,1071,4,2018,140 8TH AVENUE OF BRO,140 8 AVENUE,893450.0,2,3-1071-4
3-1071-14,3,1071,14,2018,130 8TH AVE OWNERS CO,814 CARROLL STREET,1243800.0,2,3-1071-14
3-1077-7,3,1077,7,2017,199 EIGHTH AVENUE HOU,199 8 AVENUE,42500.0,2,3-1077-7
3-1077-7,3,1077,7,2018,199 EIGHTH AVENUE HOU,199 8 AVENUE,88400.0,2,3-1077-7
3-1079-27,3,1079,27,2018,628 2ND STREET LLC,628 2 STREET,47350.0,2,3-1079-27
3-1079-40,3,1079,40,2018,"3M ASSOCIATES, LLC",70 PROSPECT PARK WEST,416100.0,2,3-1079-40
3-1080-48,3,1080,48,2018,GRIFFIN DANIEL J,509 4 STREET,7771.0,2A,3-1080-48
3-1081-3,3,1081,3,2018,"ANDEL PROPERTY CO., L",315 8 AVENUE,79180.0,2,3-1081-3
3-1081-5,3,1081,5,2018,305 8TH AVENUE OWNERS,305 8 AVENUE,324250.0,2,3-1081-5
3-1081-43,3,1081,43,2017,78 PPW TIC OWNER LLC,78 PROSPECT PARK WEST,57400.0,2,3-1081-43
3-1081-43,3,1081,43,2018,78 PPW TIC OWNER LLC,78 PROSPECT PARK WEST,151000.0,2,3-1081-43
3-1089-15,3,1089,15,2018,321 FLATBUSH AVE CORP,558 7 STREET,50250.0,2,3-1089-15
3-1093-38,3,1093,38,2018,KENNETH LAWRENCE COMP,150 PROSPECT PARK WES,688700.0,2,3-1093-38
3-1094-1101,3,1094,1101,2018,561 11TH STREET CONDO,561 11 STREET,13524.0,2C,3-1094-1101
3-1097-31,3,1097,31,2018,MAZEL-TOV MOVING & ST,618 11 STREET,135860.0,2,3-1097-31
3-1097-1102,3,1097,1102,2018,163-165 PROSPECT PARK,163 PROSPECT PARK WES,93078.0,4,3-1097-1102
3-1097-1106,3,1097,1106,2018,P MCKENNA & K REISS,165 PROSPECT PARK WES,41249.0,2,3-1097-1106
3-1098-50,3,1098,50,2018,ANN E. PARKER,443 13 STREET,116800.0,4,3-1098-50
3-1098-1301,3,1098,1301,2018,ANSONIA CLOCKWORKS CO,438 12 STREET,1993.0,2,3-1098-1301
3-1098-1401,3,1098,1401,2017,ANSONIA MUSE CONDOMIN,444 12 STREET,397.0,4,3-1098-1401
3-1098-1401,3,1098,1401,2018,ANSONIA MUSE CONDOMIN,444 12 STREET,1202.0,4,3-1098-1401
3-1100-27,3,1100,27,2018,TOVA GARDENS HOUSING,424 13 STREET,326850.0,2,3-1100-27
3-1101-43,3,1101,43,2018,184 PROSPECT PARK REA,184 PROSPECT PARK WES,164100.0,2,3-1101-43
3-1102-2,3,1102,2,2018,435 7TH REALTY LLC,435 7 AVENUE,47350.0,2,3-1102-2
3-1103-54,3,1103,54,2017,457 15TH STREET INVES,459 15 STREET,114300.0,2,3-1103-54
3-1103-54,3,1103,54,2018,457 15TH STREET INVES,459 15 STREET,156150.0,2,3-1103-54
3-1105-63,3,1105,63,2018,ABEAD REALTY CORP.,419 16 STREET,151350.0,2,3-1105-63
3-1107-27,3,1107,27,2017,"A & S PROPERTY CO., L",70 PROSPECT PARK SW,108200.0,2,3-1107-27
3-1107-27,3,1107,27,2018,"A & S PROPERTY CO., L",70 PROSPECT PARK SW,86950.0,2,3-1107-27
3-1107-33,3,1107,33,2018,75 PROSPECT PARK SOUT,75 PROSPECT PARK SW,255840.0,2,3-1107-33
3-1113-1,3,1113,1,2018,"PROSPECT 1657, LLC",1657 8 AVENUE,103100.0,2,3-1113-1
3-1113-79,3,1113,79,2018,437 PROSPECT ASSOCIAT,437 PROSPECT AVENUE,57500.0,2,3-1113-79
3-1132-1101,3,1132,1101,2018,WASHINGTON 587 CONDOM,587 WASHINGTON AVENUE,11452.0,2C,3-1132-1101
3-1140-31,3,1140,31,2017,GRAND AVENUE INVESTME,836 DEAN STREET,1650.0,4,3-1140-31
3-1140-31,3,1140,31,2018,GRAND AVENUE INVESTME,836 DEAN STREET,3450.0,4,3-1140-31
3-1141-18,3,1141,18,2018,585 MESEROLE STREET C,868 DEAN STREET,17050.0,4,3-1141-18
3-1141-19,3,1141,19,2018,585 MESEROLE STREET C,870 DEAN STREET,10850.0,4,3-1141-19
3-1141-28,3,1141,28,2018,GOLDEN SELDAN REALTY,892 DEAN STREET,115450.0,4,3-1141-28
3-1141-33,3,1141,33,2018,GOLDEN SELDAN REALTY,904 DEAN STREET,75500.0,4,3-1141-33
3-1141-39,3,1141,39,2018,GOLDEN SELDAN REALTY,DEAN STREET,30600.0,4,3-1141-39
3-1143-18,3,1143,18,2018,"502,508 BERGEN LLC.",502 BERGEN STREET,47550.0,4,3-1143-18
3-1147-21,3,1147,21,2017,768 BERGEN LLC,768 BERGEN STREET,39450.0,4,3-1147-21
3-1147-21,3,1147,21,2018,768 BERGEN LLC,768 BERGEN STREET,137100.0,4,3-1147-21
3-1147-1401,3,1147,1401,2018,THE 760 & 764 BERGEN,760 BERGEN STREET,7974.0,2,3-1147-1401
3-1147-1409,3,1147,1409,2018,THE 760 & 764 BERGEN,764 BERGEN STREET,5659.0,2,3-1147-1409
3-1148-1,3,1148,1,2018,"OTA GRAND, LLC",597 GRAND AVENUE,181900.0,2,3-1148-1
3-1149-6,3,1149,6,2018,THE CHIRIBER CORPORAT,677 CLASSON AVENUE,82750.0,2,3-1149-6
3-1149-41,3,1149,41,2018,LURIE MANAGEMENT CORP,924 BERGEN STREET,109750.0,4,3-1149-41
3-1149-72,3,1149,72,2017,505 ST. MARK'S AVENUE,505 ST MARKS AVENUE,1476050.0,2,3-1149-72
3-1149-72,3,1149,72,2018,505 ST. MARK'S AVENUE,505 ST MARKS AVENUE,1808150.0,2,3-1149-72
3-1152-60,3,1152,60,2018,305-307 PROSPECT OWNE,307 PROSPECT PLACE,33300.0,2,3-1152-60
3-1152-62,3,1152,62,2018,305-307 PROSPECT OWNE,305 PROSPECT PLACE,5400.0,2,3-1152-62
3-1152-71,3,1152,71,2018,285 PROSPECT OWNERS C,285 PROSPECT PLACE,90350.0,2,3-1152-71
3-1152-92,3,1152,92,2018,"DEMETER PROPERTIES, L",239 PROSPECT PLACE,146972.0,2,3-1152-92
3-1154-1,3,1154,1,2018,EUGENE DUNNING,671 WASHINGTON AVENUE,74750.0,4,3-1154-1
3-1155-88,3,1155,88,2018,425 HEIGHTS TENANT'S,425 PROSPECT PLACE,191200.0,2,3-1155-88
3-1156-62,3,1156,62,2018,"CRESPA, LLC",597 PROSPECT PLACE,23500.0,2,3-1156-62
3-1156-64,3,1156,64,2018,"CRESPA, LLC",591 PROSPECT PLACE,23500.0,2,3-1156-64
3-1156-66,3,1156,66,2018,"CRESPA, LLC",585 PROSPECT PLACE,23500.0,2,3-1156-66
3-1157-1001,3,1157,1001,2018,315-317 FLATBUSH LLC.,130 PROSPECT PLACE,20550.0,4,3-1157-1001
3-1158-23,3,1158,23,2018,PUTNAM REALTY ASSOCIA,186 PROSPECT PLACE,151650.0,2,3-1158-23
3-1158-61,3,1158,61,2018,225 PARK OWNERS CORP.,225 PARK PLACE,552000.0,2,3-1158-61
3-1162-11,3,1162,11,2018,633 GRAND AVE ASSOCIA,633 GRAND AVENUE,68550.0,2,3-1162-11
3-1164-12,3,1164,12,2018,"SEAK PROPERTIES, LLC",351 FLATBUSH AVENUE,40600.0,4,3-1164-12
3-1164-51,3,1164,51,2018,LE METRO HOUSING CORP,250 PARK PLACE,109700.0,2,3-1164-51
3-1164-54,3,1164,54,2018,LE METRO HOUSING CORP,254 PARK PLACE,143500.0,2,3-1164-54
3-1166-1,3,1166,1,2018,361 STERLING PLACE OW,361 STERLING PLACE,70250.0,2,3-1166-1
3-1168-42,3,1168,42,2018,PARK HEIGHTS REALTY L,620 PARK PLACE,198500.0,2,3-1168-42
3-1170-1,3,1170,1,2018,50 PLAZA TENANTS CORP,50 PLAZA ST EAST,954000.0,2,3-1170-1
3-1170-9,3,1170,9,2018,34 PLAZA OWNERS CORP.,34 PLAZA ST EAST,2326280.0,2,3-1170-9
3-1170-29,3,1170,29,2017,296 STERLING ARMS OWN,296 STERLING PLACE,330800.0,2,3-1170-29
3-1170-29,3,1170,29,2018,296 STERLING ARMS OWN,296 STERLING PLACE,237100.0,2,3-1170-29
3-1170-37,3,1170,37,2018,15-21 BUTLER OWNERS C,21 BUTLER PLACE,260800.0,2,3-1170-37
3-1170-41,3,1170,41,2018,15-21 BUTLER OWNERS C,15 BUTLER PLACE,292500.0,2,3-1170-41
3-1171-2,3,1171,2,2018,315 ST. JOHN'S OWNERS,315 ST JOHNS PLACE,258850.0,2,3-1171-2
3-1171-19,3,1171,19,2018,60 PLAZA OWNERS CORP.,60 PLAZA ST EAST,1039500.0,2,3-1171-19
3-1171-1101,3,1171,1101,2018,2634 BUTLER PLACE CON,34 BUTLER PLACE,12080.0,2,3-1171-1101
3-1172-21,3,1172,21,2018,280 ST. JOHN'S COOP.,280 ST JOHNS PLACE,53500.0,2,3-1172-21
3-1172-27,3,1172,27,2018,HP PLAZA APARTMENTS H,298 ST JOHNS PLACE,313650.0,2,3-1172-27
3-1172-28,3,1172,28,2018,HP PLAZA APARTMENTS H,304 ST JOHNS PLACE,207900.0,2,3-1172-28
3-1172-29,3,1172,29,2018,HP PLAZA APARTMENTS H,310 ST JOHNS PLACE,220050.0,2,3-1172-29
3-1173-41,3,1173,41,2017,436 STERLING PLACE HO,436 STERLING PLACE,22700.0,2,3-1173-41
3-1173-41,3,1173,41,2018,436 STERLING PLACE HO,436 STERLING PLACE,113150.0,2,3-1173-41
3-1173-49,3,1173,49,2018,SANFORD NAGER REALTY,790 WASHINGTON AVENUE,177391.0,2,3-1173-49
3-1173-60,3,1173,60,2018,ORION REALTY LLC,417 ST JOHNS PLACE,228450.0,2,3-1173-60
3-1173-63,3,1173,63,2017,SEMINOLE ARMS OWNERS,415 ST JOHNS PLACE,104600.0,2,3-1173-63
3-1173-63,3,1173,63,2018,SEMINOLE ARMS OWNERS,415 ST JOHNS PLACE,223400.0,2,3-1173-63
3-1173-65,3,1173,65,2018,PEGASUS REALTY LLC,411 ST JOHNS PLACE,122532.0,2,3-1173-65
3-1173-76,3,1173,76,2018,PROJECT 383 LLC,383 ST JOHNS PLACE,133000.0,2,3-1173-76
3-1173-82,3,1173,82,2018,341 REALTY LLC,357 ST JOHNS PLACE,283100.0,2,3-1173-82
3-1173-1002,3,1173,1002,2018,806 WASHINGTON OWNERS,806 WASHINGTON AVENUE,82250.0,2,3-1173-1002
3-1176-5,3,1176,5,2018,JS 326 LLC & SG 326 L,326 ST JOHNS PLACE,146050.0,2,3-1176-5
3-1176-32,3,1176,32,2018,408 ST. JOHN'S OWNER',408 ST JOHNS PLACE,255650.0,2,3-1176-32
3-1176-42,3,1176,42,2018,JS 446 LLC & SG 446 L,446 ST JOHNS PLACE,208650.0,2,3-1176-42
3-1176-47,3,1176,47,2018,375 LINCOLN PLACE OWN,375 LINCOLN PLACE,256750.0,2,3-1176-47
3-1176-62,3,1176,62,2018,SELA-LINCOLN REALTY C,345 LINCOLN PLACE,92720.0,2,3-1176-62
3-1176-98,3,1176,98,2018,FSG HDFC,840 WASHINGTON AVENUE,101180.0,2,3-1176-98
3-1179-47,3,1179,47,2018,TURNER TOWERS TENANT,135 EASTERN PARKWAY,710850.0,2,3-1179-47
3-1179-61,3,1179,61,2018,125 EASTERN OWNERS CO,125 EASTERN PARKWAY,243038.0,2,3-1179-61
3-1179-66,3,1179,66,2018,MUSEUM COURT APARTMEN,115 EASTERN PARKWAY,605500.0,2,3-1179-66
3-1179-85,3,1179,85,2018,61 EASTERN PARKWAY HO,61 EASTERN PARKWAY,243006.0,2,3-1179-85
3-1179-92,3,1179,92,2018,55 EASTERN PARKWAY OW,55 EASTERN PARKWAY,154800.0,2,3-1179-92
3-1179-99,3,1179,99,2018,394 LINCOLN PLACE OWN,394 LINCOLN PLACE,258300.0,2,3-1179-99
3-1179-103,3,1179,103,2018,NANCY LINCOLN OWNERS,400 LINCOLN PLACE,213000.0,2,3-1179-103
3-1179-108,3,1179,108,2018,175 EASTERN PARKWAY T,175 EASTERN PARKWAY,214920.0,2,3-1179-108
3-1181-55,3,1181,55,2018,315-321 EASTERN PARKW,321 EASTERN PARKWAY,78770.0,2,3-1181-55
3-1181-58,3,1181,58,2018,315-321 EASTERN PARKW,315 EASTERN PARKWAY,22520.0,2,3-1181-58
3-1181-1102,3,1181,1102,2018,THE TRAYMORE CONDOMIN,225 EASTERN PARKWAY,7352.0,2,3-1181-1102
3-1185-27,3,1185,27,2018,JS 286 LLC & SG 286 L,286 EASTERN PARKWAY,120600.0,2,3-1185-27
3-1188-40,3,1188,40,2018,990 PRESIDENT PARTNER,990 PRESIDENT STREET,116000.0,2,3-1188-40
3-1189-64,3,1189,64,2018,35 CROWN STREET HDFC,27 CROWN STREET,120250.0,2,3-1189-64
3-1202-12,3,1202,12,2018,1541 REALTY LLC,1384 ATLANTIC AVENUE,84150.0,4,3-1202-12
3-1209-14,3,1209,14,2017,DS REALTY LLC,1406 PACIFIC STREET,36900.0,2,3-1209-14
3-1209-14,3,1209,14,2018,DS REALTY LLC,1406 PACIFIC STREET,69533.0,2,3-1209-14
3-1212-46,3,1212,46,2018,642 EQUITIES LLC,1087 BERGEN STREET,176533.0,2,3-1212-46
3-1224-77,3,1224,77,2018,CARROLL EDWARD W,625 PROSPECT PLACE,43400.0,2,3-1224-77
3-1227-16,3,1227,16,2018,"1298 DAVID, INC.",720 ST MARKS AVENUE,233049.0,2,3-1227-16
3-1230-56,3,1230,56,2018,J & M PROSPECT PLACE,1097 PROSPECT PLACE,97000.0,2,3-1230-56
3-1231-1001,3,1231,1001,2018,711 PARK PL REALTY LL,1448 BEDFORD AVENUE,15200.0,2C,3-1231-1001
3-1233-45,3,1233,45,2018,NOSTRAND STREET PROPE,720 NOSTRAND AVENUE,152517.0,2B,3-1233-45
3-1235-1,3,1235,1,2018,919 PARK PLACE CORP.,913 PARK PLACE,171100.0,2,3-1235-1
3-1238-16,3,1238,16,2018,654 PARK PLACE LLC,654 PARK PLACE,84700.0,2,3-1238-16
3-1243-14,3,1243,14,2018,1018 PARK PLACE REALT,1018 PARK PLACE,58250.0,2,3-1243-14
3-1243-65,3,1243,65,2018,260 ROGERS AVE LLC,1049 STERLING PLACE,160250.0,2,3-1243-65
3-1246-25,3,1246,25,2018,LOUISE LOVELL,128 ROGERS AVENUE,10222.0,2A,3-1246-25
3-1262-63,3,1262,63,2018,"555 EASTERN PARKWAY,",555 EASTERN PARKWAY,233900.0,2,3-1262-63
3-1263-66,3,1263,66,2018,PEMBROKE REALTY CO,631 EASTERN PARKWAY,115700.0,2,3-1263-66
3-1272-1001,3,1272,1001,2018,"COPPER, LLC",866 EASTERN PARKWAY,29722.0,4,3-1272-1001
3-1273-40,3,1273,40,2018,1566 BEDFORD AVE. LLC,1566 BEDFORD AVENUE,48750.0,4,3-1273-40
3-1275-45,3,1275,45,2018,NOSTRAND AVENUE PARTN,860 NOSTRAND AVENUE,37150.0,2,3-1275-45
3-1276-5,3,1276,5,2018,"BARRY NATHAN II, LLC",827 NOSTRAND AVENUE,61100.0,2,3-1276-5
3-1276-38,3,1276,38,2018,320-322 NEW YORK AVEN,320 NEW YORK AVENUE,29000.0,2,3-1276-38
3-1276-40,3,1276,40,2018,320-322 NEW YORK AVEN,322 NEW YORK AVENUE,22710.0,2,3-1276-40
3-1280-8,3,1280,8,2017,1010 REALTY LLC,1010 PRESIDENT STREET,102696.0,2,3-1280-8
3-1280-8,3,1280,8,2018,1010 REALTY LLC,1010 PRESIDENT STREET,130596.0,2,3-1280-8
3-1280-19,3,1280,19,2018,PRESIDENT STREET EQUI,1026 PRESIDENT STREET,59920.0,2,3-1280-19
3-1280-41,3,1280,41,2018,"EMPIRE HOLDINGS, LP",1604 BEDFORD AVENUE,112950.0,2,3-1280-41
3-1281-11,3,1281,11,2018,BEDFORD ASSOCIATES,1585 BEDFORD AVENUE,95200.0,2,3-1281-11
3-1282-39,3,1282,39,2017,MURRAY SALTZMAN REVOC,1188 PRESIDENT STREET,16850.0,4,3-1282-39
3-1282-39,3,1282,39,2018,MURRAY SALTZMAN REVOC,1188 PRESIDENT STREET,20000.0,4,3-1282-39
3-1285-1001,3,1285,1001,2017,1365 CAROLL STREET CO,1365 CARROLL STREET,3548.0,2,3-1285-1001
3-1285-1001,3,1285,1001,2018,1365 CAROLL STREET CO,1365 CARROLL STREET,4549.0,2,3-1285-1001
3-1295-10,3,1295,10,2018,CROWN REALTY LLC,132 CROWN STREET,507400.0,2,3-1295-10
3-1300-1001,3,1300,1001,2018,510 CROWN ST CONDOMIN,510 CROWN STREET,21418.0,2,3-1300-1001
3-1305-38,3,1305,38,2018,YADID LLC,398 MONTGOMERY STREET,15000.0,4,3-1305-38
3-1308-52,3,1308,52,2018,289 EMPIRE ASSOCIATES,289 EMPIRE BOULEVARD,95460.0,2,3-1308-52
3-1309-1,3,1309,1,2018,"SARAN & ASSOCIATES, I",985 NOSTRAND AVENUE,76900.0,2,3-1309-1
3-1309-56,3,1309,56,2018,NY 436 LLC,436 NEW YORK AVENUE,58050.0,2,3-1309-56
3-1311-66,3,1311,66,2018,529 EMPIRE REALTY COR,529 EMPIRE BOULEVARD,191850.0,4,3-1311-66
3-1311-75,3,1311,75,2018,529 EMPIRE REALTY COR,523 EMPIRE BOULEVARD,10650.0,4,3-1311-75
3-1311-76,3,1311,76,2018,529 EMPIRE REALTY COR,521 EMPIRE BOULEVARD,9900.0,4,3-1311-76
3-1313-36,3,1313,36,2018,ROUNDTREE REALTY CORP,114 EMPIRE BOULEVARD,86500.0,4,3-1313-36
3-1318-51,3,1318,51,2018,GAMMA BEDFORD LLC,1776 BEDFORD AVENUE,149400.0,2,3-1318-51
3-1318-57,3,1318,57,2018,GAMMA BEDFORD LLC,1788 BEDFORD AVENUE,134550.0,2,3-1318-57
3-1321-34,3,1321,34,2018,EASTPARK HOLDING CORP,490 NEW YORK AVENUE,173150.0,2,3-1321-34
3-1325-1,3,1325,1,2018,446 KINGSTON OWNERS C,446 KINGSTON AVENUE,797550.0,2,3-1325-1
3-1325-22,3,1325,22,2018,5580 REALTY LLC,580 EMPIRE BOULEVARD,225950.0,2,3-1325-22
3-1332-7,3,1332,7,2018,"EIGES BROS., L.L.C.",472 LEFFERTS AVENUE,116380.0,2,3-1332-7
3-1335-2,3,1335,2,2017,"TROY AVENUE HOLDINGS,",71 TROY AVENUE,16850.0,4,3-1335-2
3-1335-2,3,1335,2,2018,"TROY AVENUE HOLDINGS,",71 TROY AVENUE,38900.0,4,3-1335-2
3-1336-6,3,1336,6,2018,TANNER WOLF & GOLDBER,63 SCHENECTADY AVENUE,24375.0,4,3-1336-6
3-1336-13,3,1336,13,2018,TANNER WOLF & GOLDBER,1746 ATLANTIC AVENUE,3650.0,4,3-1336-13
3-1337-34,3,1337,34,2018,ATLANTIC PROPERTIES I,1840 ATLANTIC AVENUE,36300.0,4,3-1337-34
3-1338-17,3,1338,17,2018,ANMAC HOLDING CORP.,1876 ATLANTIC AVENUE,99900.0,4,3-1338-17
3-1338-22,3,1338,22,2018,DALE MANAGEMENT CORP.,1892 ATLANTIC AVENUE,309150.0,4,3-1338-22
3-1338-71,3,1338,71,2018,ANMAC HOLDING CORP.,PACIFIC STREET,95250.0,4,3-1338-71
3-1340-38,3,1340,38,2018,1596 PACIFIC REALTY L,1596 PACIFIC STREET,39563.0,2B,3-1340-38
3-1347-54,3,1347,54,2018,1509 BERGEN STREET OW,1507 BERGEN STREET,724710.0,2,3-1347-54
3-1374-61,3,1374,61,2017,STERLING PARK LLC,1563 STERLING PLACE,100600.0,2,3-1374-61
3-1374-61,3,1374,61,2018,STERLING PARK LLC,1563 STERLING PLACE,87850.0,2,3-1374-61
3-1376-1001,3,1376,1001,2018,THE 273 ALBANY AVENUE,273 ALBANY AVENUE,4331.0,2,3-1376-1001
3-1383-25,3,1383,25,2018,C S N PROPERTIES INC.,1306 ST JOHNS PLACE,58800.0,2,3-1383-25
3-1383-46,3,1383,46,2018,MARY KIM,264 SCHENECTADY AVENU,26100.0,4,3-1383-46
3-1383-64,3,1383,64,2017,EP78 LLC,1231 LINCOLN PLACE,24500.0,2,3-1383-64
3-1383-64,3,1383,64,2018,EP78 LLC,1231 LINCOLN PLACE,109700.0,2,3-1383-64
3-1384-20,3,1384,20,2017,1376 ST. JOHN PLACE R,1376 ST JOHNS PLACE,24950.0,4,3-1384-20
3-1384-20,3,1384,20,2018,1376 ST. JOHN PLACE R,1376 ST JOHNS PLACE,29900.0,4,3-1384-20
3-1384-35,3,1384,35,2017,MARTIN & KENNETH REAL,1410 ST JOHNS PLACE,13500.0,4,3-1384-35
3-1384-35,3,1384,35,2018,MARTIN & KENNETH REAL,1410 ST JOHNS PLACE,75850.0,4,3-1384-35
3-1385-1,3,1385,1,2018,JPMORGAN CHASE BANK N,255 UTICA AVENUE,89400.0,4,3-1385-1
3-1389-65,3,1389,65,2017,TROY INDUSTRIES LLC,995 EASTERN PARKWAY,15850.0,2,3-1389-65
3-1389-65,3,1389,65,2018,TROY INDUSTRIES LLC,995 EASTERN PARKWAY,18450.0,2,3-1389-65
3-1390-68,3,1390,68,2018,EASTERN PARKWAY DEVEL,1073 EASTERN PARKWAY,32650.0,2,3-1390-68
3-1391-37,3,1391,37,2018,ROCHPARK REALTY LLC,266 ROCHESTER AVENUE,67750.0,2,3-1391-37
3-1391-61,3,1391,61,2017,1159 EASTERN PKWY LLC,1159 EASTERN PARKWAY,121000.0,2,3-1391-61
3-1391-61,3,1391,61,2018,1159 EASTERN PKWY LLC,1159 EASTERN PARKWAY,176550.0,2,3-1391-61
3-1392-1,3,1392,1,2018,ROCHPARK REALTY LLC,1215 EASTERN PARKWAY,132600.0,2,3-1392-1
3-1392-8,3,1392,8,2018,ROCHPARK REALTY LLC,269 ROCHESTER AVENUE,67750.0,2,3-1392-8
3-1392-10,3,1392,10,2018,ROCHPARK REALTY LLC,265 ROCHESTER AVENUE,131700.0,2,3-1392-10
3-1393-47,3,1393,47,2018,"BG EASTERN, LLC",1371 EASTERN PARKWAY,27350.0,2,3-1393-47
3-1393-76,3,1393,76,2017,1299 EASTERN LLC,1299 EASTERN PARKWAY,33250.0,2,3-1393-76
3-1393-76,3,1393,76,2018,1299 EASTERN LLC,1299 EASTERN PARKWAY,29500.0,2,3-1393-76
3-1394-17,3,1394,17,2018,"900 EASTERN PARKWAY,",900 EASTERN PARKWAY,41250.0,2,3-1394-17
3-1394-44,3,1394,44,2018,UNION STREET ASSOCIAT,1621 UNION STREET,48100.0,2,3-1394-44
3-1394-46,3,1394,46,2018,UNION STREET ASSOCIAT,1615 UNION STREET,58050.0,2,3-1394-46
3-1395-13,3,1395,13,2018,TROY INDUSTRIES LLC,972 EASTERN PARKWAY,52900.0,2,3-1395-13
3-1395-28,3,1395,28,2018,TROY INDUSTRIES LLC,1014 EASTERN PARKWAY,169100.0,2,3-1395-28
