BBB,borough_code,block_number,lot_number,tax_year,owner_name,property_address,granted_reduction_amount,tax_class_code,BBB_test
3-1406-37,3,1406,37,2018,1544-48 PROPERTIES LL,1544 PRESIDENT STREET,83850.0,2,3-1406-37
3-1412-50,3,1412,50,2017,NISAN MAINTENANCE COR,621 CROWN STREET,30050.0,2,3-1412-50
3-1412-50,3,1412,50,2018,NISAN MAINTENANCE COR,621 CROWN STREET,49250.0,2,3-1412-50
3-1418-49,3,1418,49,2018,CLEAN REALTY LLC,899 MONTGOMERY STREET,430300.0,2,3-1418-49
3-1429-17,3,1429,17,2018,LEFFERTS 750 LLC,750 LEFFERTS AVENUE,184850.0,2,3-1429-17
3-1431-6,3,1431,6,2018,ASH/MAT ENTERPRISES L,1998 ATLANTIC AVENUE,56350.0,4,3-1431-6
3-1431-45,3,1431,45,2017,PACIFIC HOUSING LLC,2027 PACIFIC STREET,138400.0,2,3-1431-45
3-1431-45,3,1431,45,2018,PACIFIC HOUSING LLC,2027 PACIFIC STREET,429300.0,2,3-1431-45
3-1465-37,3,1465,37,2018,NAJEEB ALNAJAR,1525 EAST NEW YORK AV,6500.0,4,3-1465-37
3-1472-20,3,1472,20,2018,1880 STERLING PLACE L,1880 STERLING PLACE,52000.0,4,3-1472-20
3-1472-25,3,1472,25,2018,FRANCES & GERHARD CAR,1894 STERLING PLACE,37200.0,4,3-1472-25
3-1473-49,3,1473,49,2017,1675 LINCOLN LLC,1675 LINCOLN PLACE,48200.0,2,3-1473-49
3-1473-49,3,1473,49,2018,1675 LINCOLN LLC,1675 LINCOLN PLACE,52400.0,2,3-1473-49
3-1480-10,3,1480,10,2018,GATES AVENUE PROPERTI,823A MONROE STREET,192400.0,4,3-1480-10
3-1480-38,3,1480,38,2018,TEAM HENDEL PRODUCTS,1380 BROADWAY,72100.0,4,3-1480-38
3-1480-40,3,1480,40,2018,TEAM HENDEL PRODUCTS,1386 BROADWAY,9900.0,4,3-1480-40
3-1480-41,3,1480,41,2018,TEAM HENDEL PRODUCTS,1390 BROADWAY,9000.0,4,3-1480-41
3-1480-42,3,1480,42,2018,TEAM HENDEL PRODUCTS,1392 BROADWAY,13950.0,4,3-1480-42
3-1483-1,3,1483,1,2018,ALL BORO MANAGEMENT C,87 RALPH AVENUE,43950.0,2,3-1483-1
3-1487-69,3,1487,69,2018,823 HANCOCK REALTY LL,823 HANCOCK STREET,47280.0,2,3-1487-69
3-1489-1,3,1489,1,2018,NAZIEMUL SAFI,17 SARATOGA AVENUE,47950.0,4,3-1489-1
3-1496-42,3,1496,42,2017,EMA REALTY ASSOCIATES,645 MAC DONOUGH STREE,71188.0,2,3-1496-42
3-1496-42,3,1496,42,2018,EMA REALTY ASSOCIATES,645 MAC DONOUGH STREE,124782.0,2,3-1496-42
3-1499-4,3,1499,4,2018,1620 LLC,1618 BROADWAY,54950.0,4,3-1499-4
3-1508-1,3,1508,1,2018,243 RALPH REALTY LLC,241 RALPH AVENUE,55500.0,4,3-1508-1
3-1514-18,3,1514,18,2017,354 CHAUNCEY REALTY L,354 CHAUNCEY STREET,35450.0,2,3-1514-18
3-1514-18,3,1514,18,2018,354 CHAUNCEY REALTY L,354 CHAUNCEY STREET,46150.0,2,3-1514-18
3-1516-42,3,1516,42,2018,GRAND FULTON PROPERTY,437 MARION STREET,60600.0,4,3-1516-42
3-1554-16,3,1554,16,2017,TLG FULTON LLC,1495 HERKIMER STREET,166850.0,4,3-1554-16
3-1554-16,3,1554,16,2018,TLG FULTON LLC,1495 HERKIMER STREET,269250.0,4,3-1554-16
3-1562-1,3,1562,1,2018,263 SARATOGA REALTY L,263 SARATOGA AVENUE,195600.0,4,3-1562-1
3-1635-1,3,1635,1,2017,MONROE LEWIS LLC,527 MONROE STREET,86300.0,2,3-1635-1
3-1635-1,3,1635,1,2018,MONROE LEWIS LLC,527 MONROE STREET,88100.0,2,3-1635-1
3-1664-26,3,1664,26,2018,HALSEY STREET EQUITIE,430 HALSEY STREET,92500.0,2,3-1664-26
3-1678-54,3,1678,54,2017,RALPH & RALPH PROPERT,196 RALPH AVENUE,80900.0,2,3-1678-54
3-1678-54,3,1678,54,2018,RALPH & RALPH PROPERT,196 RALPH AVENUE,120100.0,2,3-1678-54
3-1700-62,3,1700,62,2018,2 STUYVESANT MANOR IN,575 HERKIMER STREET,775150.0,2,3-1700-62
3-1715-103,3,1715,103,2017,BEDFORD SPENCER DEVEL,48 SPENCER STREET,296950.0,4,3-1715-103
3-1715-103,3,1715,103,2018,BEDFORD SPENCER DEVEL,48 SPENCER STREET,285500.0,4,3-1715-103
3-1715-1111,3,1715,1111,2017,"HERMAN, ABRAHAM",725 BEDFORD AVENUE,1200.0,4,3-1715-1111
3-1715-1111,3,1715,1111,2018,"HERMAN, ABRAHAM",725 BEDFORD AVENUE,9750.0,4,3-1715-1111
3-1715-1207,3,1715,1207,2017,BEDFORD PALACE CONDOM,456 FLUSHING AVENUE,15799.0,2,3-1715-1207
3-1715-1207,3,1715,1207,2018,BEDFORD PALACE CONDOM,456 FLUSHING AVENUE,11726.0,2,3-1715-1207
3-1715-1219,3,1715,1219,2017,"HERMAN, ABRAHAM",456 FLUSHING AVENUE,11100.0,4,3-1715-1219
3-1715-1219,3,1715,1219,2018,"HERMAN, ABRAHAM",456 FLUSHING AVENUE,21450.0,4,3-1715-1219
3-1715-1307,3,1715,1307,2017,BEDFORD PALACE CONDOM,460 FLUSHING AVENUE,13198.0,2,3-1715-1307
3-1715-1307,3,1715,1307,2018,BEDFORD PALACE CONDOM,460 FLUSHING AVENUE,7938.0,2,3-1715-1307
3-1715-1319,3,1715,1319,2017,"HERMAN, ABRAHAM",460 FLUSHING AVENUE,8850.0,4,3-1715-1319
3-1715-1319,3,1715,1319,2018,"HERMAN, ABRAHAM",460 FLUSHING AVENUE,18300.0,4,3-1715-1319
3-1715-1406,3,1715,1406,2017,BEDFORD PALACE CONDOM,464 FLUSHING AVENUE,11880.0,2,3-1715-1406
3-1715-1406,3,1715,1406,2018,BEDFORD PALACE CONDOM,464 FLUSHING AVENUE,14309.0,2,3-1715-1406
3-1715-1415,3,1715,1415,2017,"HERMAN, ABRAHAM",464 FLUSHING AVENUE,10900.0,4,3-1715-1415
3-1715-1415,3,1715,1415,2018,"HERMAN, ABRAHAM",464 FLUSHING AVENUE,19900.0,4,3-1715-1415
3-1716-2,3,1716,2,2017,51 SPENCER CORP,51 SPENCER STREET,9750.0,4,3-1716-2
3-1716-2,3,1716,2,2018,51 SPENCER CORP,51 SPENCER STREET,21450.0,4,3-1716-2
3-1716-18,3,1716,18,2017,ORIENTAL WORLD CORP.,17 SPENCER STREET,47300.0,4,3-1716-18
3-1716-18,3,1716,18,2018,ORIENTAL WORLD CORP.,17 SPENCER STREET,43250.0,4,3-1716-18
3-1734-33,3,1734,33,2018,"BEDFORD SPENCER, LLC",116 SPENCER STREET,119600.0,4,3-1734-33
3-1734-1101,3,1734,1101,2018,CHOCOLATE FACTORY CON,689 MYRTLE AVENUE,6082.0,2,3-1734-1101
3-1737-23,3,1737,23,2018,DODWORTH DEVELOPMENT,122 NOSTRAND AVENUE,19150.0,4,3-1737-23
3-1750-44,3,1750,44,2018,389 WILLOUGHBY LLC,391 WILLOUGHBY AVENUE,367800.0,4,3-1750-44
3-1751-21,3,1751,21,2017,BOURBON REALTY INC,708 MYRTLE AVENUE,15184.0,4,3-1751-21
3-1751-25,3,1751,25,2017,MARC-SCOT REALTY CORP,716 MYRTLE AVENUE,70850.0,4,3-1751-25
3-1751-25,3,1751,25,2018,MARC-SCOT REALTY CORP,716 MYRTLE AVENUE,253550.0,4,3-1751-25
3-1752-18,3,1752,18,2017,MARC-SCOT REALTY CORP,139 WALWORTH STREET,4900.0,4,3-1752-18
3-1752-18,3,1752,18,2018,MARC-SCOT REALTY CORP,139 WALWORTH STREET,9850.0,4,3-1752-18
3-1754-1101,3,1754,1101,2018,812 MYRTLE AVENUE LLC,812 MYRTLE AVENUE,39566.0,4,3-1754-1101
3-1763-44,3,1763,44,2018,208 WALLWORTH ST. HOL,204 WALWORTH STREET,18950.0,4,3-1763-44
3-1763-47,3,1763,47,2017,208 WALLWORTH ST. HOL,210 WALWORTH STREET,23400.0,4,3-1763-47
3-1763-1101,3,1763,1101,2018,201 SPENCER STREET CO,201 SPENCER STREET,2967.0,2,3-1763-1101
3-1763-1201,3,1763,1201,2018,197 SPENCER STREET CO,197 SPENCER STREET,14067.0,2,3-1763-1201
3-1763-1301,3,1763,1301,2018,195 SPENCER STREET CO,195 SPENCER STREET,9804.0,2,3-1763-1301
3-1763-1401,3,1763,1401,2018,191 SPENCER STREET CO,191 SPENCER STREET,9351.0,2,3-1763-1401
3-1778-9,3,1778,9,2018,JPMORGAN CHASE BANK N,971 BEDFORD AVENUE,37300.0,4,3-1778-9
3-1789-33,3,1789,33,2018,GROSS & GERTNER ASSOC,640 LAFAYETTE AVENUE,52800.0,2,3-1789-33
3-1797-65,3,1797,65,2018,LEX REALTY LLC,259 LEXINGTON AVENUE,51450.0,2,3-1797-65
3-1799-9,3,1799,9,2017,LARRY LLC,566 MARCY AVENUE,70600.0,2,3-1799-9
3-1799-9,3,1799,9,2018,LARRY LLC,566 MARCY AVENUE,89400.0,2,3-1799-9
3-1806-7,3,1806,7,2018,818 PROSPECT LLC,421 THROOP AVENUE,93150.0,4,3-1806-7
3-1811-19,3,1811,19,2018,WILLIARD J. PRICE ASS,510 QUINCY STREET,325300.0,2,3-1811-19
3-1827-89,3,1827,89,2018,117-121 REALTY LLC,117 JEFFERSON AVENUE,50550.0,2,3-1827-89
3-1828-17,3,1828,17,2018,BSDC JOSHUA HDFC,300 PUTNAM AVENUE,195360.0,2,3-1828-17
3-1848-12,3,1848,12,2017,MICHELL WOLF LLC,1275 FULTON STREET,39750.0,4,3-1848-12
3-1848-12,3,1848,12,2018,MICHELL WOLF LLC,1275 FULTON STREET,138750.0,4,3-1848-12
3-1857-24,3,1857,24,2017,PBS 1471 FULTON LLC,1471 FULTON STREET,32150.0,4,3-1857-24
3-1857-24,3,1857,24,2018,PBS 1471 FULTON LLC,1471 FULTON STREET,53300.0,4,3-1857-24
3-1860-37,3,1860,37,2017,1242 FULTON ASSOCIATE,1242 FULTON STREET,45350.0,4,3-1860-37
3-1860-37,3,1860,37,2018,1242 FULTON ASSOCIATE,1242 FULTON STREET,78650.0,4,3-1860-37
3-1861-12,3,1861,12,2018,F H FULTON REALTY COR,1304 FULTON STREET,85250.0,4,3-1861-12
3-1864-4,3,1864,4,2018,1500 FULTON LLC,1498 FULTON STREET,73900.0,4,3-1864-4
3-1865-55,3,1865,55,2018,"NOSTRAND TRADING, LLC",556 NOSTRAND AVENUE,38150.0,4,3-1865-55
3-1865-60,3,1865,60,2018,566 NOSTRAND AVENUE T,566 NOSTRAND AVENUE,33950.0,4,3-1865-60
3-1865-72,3,1865,72,2018,HERKIMER GARDENS LLC,39 HERKIMER PLACE,63650.0,4,3-1865-72
3-1866-1,3,1866,1,2018,RANA DIN M,1167 ATLANTIC AVENUE,51700.0,4,3-1866-1
3-1867-80,3,1867,80,2018,1261 ATLANTIC AVENUE,1261 ATLANTIC AVENUE,162750.0,4,3-1867-80
3-1868-64,3,1868,64,2017,BELSKY & BODNER 1357,1357 ATLANTIC AVENUE,84250.0,4,3-1868-64
3-1868-64,3,1868,64,2018,BELSKY & BODNER 1357,1357 ATLANTIC AVENUE,185950.0,4,3-1868-64
3-1868-69,3,1868,69,2017,BELSKY & BODNER 1355,1347 ATLANTIC AVENUE,139900.0,4,3-1868-69
3-1868-69,3,1868,69,2018,BELSKY & BODNER 1355,1347 ATLANTIC AVENUE,145300.0,4,3-1868-69
3-1868-73,3,1868,73,2017,BELSKY & BODNER 1341,1345 ATLANTIC AVENUE,179350.0,4,3-1868-73
3-1868-73,3,1868,73,2018,BELSKY & BODNER 1341,1345 ATLANTIC AVENUE,319350.0,4,3-1868-73
3-1872-26,3,1872,26,2018,156 FLUSHING NY LLC,156 FLUSHING AVENUE,193350.0,4,3-1872-26
3-1872-52,3,1872,52,2018,"PARK N. CLINTON, LTD.",231 PARK AVENUE,10600.0,4,3-1872-52
3-1873-30,3,1873,30,2018,FEBRUARY 22 LLC,186 FLUSHING AVENUE,118750.0,4,3-1873-30
3-1874-1,3,1874,1,2018,275 PARK ASSOCIATES L,39 WAVERLY AVENUE,2206400.0,2,3-1874-1
3-1874-1101,3,1874,1101,2018,THOR 68 WASHINGTON AV,66 WASHINGTON AVENUE,29866.0,2C,3-1874-1101
3-1875-8,3,1875,8,2018,59 WASHINGTON INC.,67 WASHINGTON AVENUE,7400.0,4,3-1875-8
3-1875-10,3,1875,10,2018,59 WASHINGTON INC.,63 WASHINGTON AVENUE,11150.0,4,3-1875-10
3-1875-17,3,1875,17,2017,51 WASHINGTON LLC,51 WASHINGTON AVENUE,22900.0,4,3-1875-17
3-1875-17,3,1875,17,2018,51 WASHINGTON LLC,51 WASHINGTON AVENUE,26950.0,4,3-1875-17
3-1878-6,3,1878,6,2018,ECQ RLTY CORP,37 GRAND AVENUE,17650.0,4,3-1878-6
3-1878-31,3,1878,31,2018,290 FLUSHING AVE LLC,292 FLUSHING AVENUE,12600.0,4,3-1878-31
3-1881-39,3,1881,39,2018,JLS HOLDINGS LLC,32 TAAFFE PLACE,109200.0,4,3-1881-39
3-1881-41,3,1881,41,2018,VEE HOLDINGS LLC,36 TAAFFE PLACE,68050.0,4,3-1881-41
3-1883-10,3,1883,10,2018,65  TAAFFE LLC,65 TAAFFE PLACE,103250.0,4,3-1883-10
3-1884-40,3,1884,40,2017,"LOTUS RESIDENCES, LLC",376 FLUSHING AVENUE,44700.0,4,3-1884-40
3-1884-40,3,1884,40,2018,"LOTUS RESIDENCES, LLC",376 FLUSHING AVENUE,44300.0,4,3-1884-40
3-1884-48,3,1884,48,2017,"LOTUS RESIDENCES, LLC",378 FLUSHING AVENUE,471850.0,4,3-1884-48
3-1885-23,3,1885,23,2018,PARTS AUTHORITY PARTN,33 FRANKLIN AVENUE,39700.0,4,3-1885-23
3-1886-84,3,1886,84,2018,PARK AV EQUITIES LLC,493 PARK AVENUE,67000.0,4,3-1886-84
3-1887-93,3,1887,93,2017,PAL REALTY LLC,419 MYRTLE AVENUE,42570.0,2,3-1887-93
3-1887-93,3,1887,93,2018,PAL REALTY LLC,419 MYRTLE AVENUE,52470.0,2,3-1887-93
3-1892-44,3,1892,44,2018,GRAND AVENUE HOLDINGS,70 GRAND AVENUE,60300.0,4,3-1892-44
3-1892-65,3,1892,65,2018,106 GRAND REALTY LLC,114 GRAND AVENUE,18000.0,4,3-1892-65
3-1894-35,3,1894,35,2018,EMERSON REAL ESTATE H,78 EMERSON PLACE,35050.0,4,3-1894-35
3-1895-42,3,1895,42,2018,148 CLASSON LLC,148 CLASSON AVENUE,207200.0,4,3-1895-42
3-1897-28,3,1897,28,2017,MARGARETEN FAMILY TRU,406 PARK AVENUE,7450.0,4,3-1897-28
3-1897-28,3,1897,28,2018,MARGARETEN FAMILY TRU,406 PARK AVENUE,23200.0,4,3-1897-28
3-1899-1805,3,1899,1805,2018,THE 116 SKILLMAN STRE,116 SKILLMAN STREET,4780.0,2,3-1899-1805
3-1909-11,3,1909,11,2018,CARSAL ASSOCIATES LLC,139 EMERSON PLACE,213230.0,2,3-1909-11
3-1914-39,3,1914,39,2017,JNY BEDFORD REALTY LL,910 BEDFORD AVENUE,68650.0,4,3-1914-39
3-1914-39,3,1914,39,2018,JNY BEDFORD REALTY LL,910 BEDFORD AVENUE,44900.0,4,3-1914-39
3-1924-36,3,1924,36,2018,GARDEN SPIRES ASSOCIA,226 TAAFFE PLACE,324650.0,2,3-1924-36
3-1924-1001,3,1924,1001,2018,BOARD OF MANAGERS OF,263 CLASSON AVENUE,5337.0,2,3-1924-1001
3-1925-1,3,1925,1,2018,CLINTON HILL LOFTS I,227 TAAFFE PLACE,467350.0,2,3-1925-1
3-1925-7,3,1925,7,2018,GARDEN SPIRES ASSOCIA,213 TAAFFE PLACE,837000.0,2,3-1925-7
3-1925-1001,3,1925,1001,2018,THE KENT CONDOMINIUM,970 KENT AVENUE,4201.0,2,3-1925-1001
3-1927-27,3,1927,27,2018,"FRANKLIN EQUITIES II,",199 FRANKLIN AVENUE,20034.0,1,3-1927-27
3-1928-34,3,1928,34,2018,G&S REALTY CO.,930 BEDFORD AVENUE,71050.0,4,3-1928-34
3-1933-70,3,1933,70,2018,CLINTON MEWS OWNERS C,372 DEKALB AVENUE,240130.0,2,3-1933-70
3-1943-6,3,1943,6,2018,360 CLINTON AVE TENAN,360 CLINTON AVENUE,1082250.0,2,3-1943-6
3-1946-4,3,1946,4,2018,5523-WASHINGTON AVE &,379 WASHINGTON AVENUE,617800.0,2,3-1946-4
3-1948-42,3,1948,42,2018,CLIFTON GRAND LLC,83 CLIFTON PLACE,273150.0,2,3-1948-42
3-1948-65,3,1948,65,2018,47 CLIFTON PLACE ASSO,47 CLIFTON PLACE,128100.0,2,3-1948-65
3-1950-30,3,1950,30,2018,ACTION CHECK CASHING,488 LAFAYETTE AVENUE,89800.0,4,3-1950-30
3-1952-1001,3,1952,1001,2018,LEGRAND CONDOMINIUM,233 GREENE AVENUE,6083.0,2,3-1952-1001
3-1957-17,3,1957,17,2017,NATIONAL LONG TERM CA,403 CARLTON AVENUE,139200.0,4,3-1957-17
3-1957-17,3,1957,17,2018,NATIONAL LONG TERM CA,403 CARLTON AVENUE,163200.0,4,3-1957-17
3-1959-27,3,1959,27,2017,GREENE AVENUE ASSOCIA,80 GREENE AVENUE,536000.0,2,3-1959-27
3-1959-27,3,1959,27,2018,GREENE AVENUE ASSOCIA,80 GREENE AVENUE,748850.0,2,3-1959-27
3-1960-1001,3,1960,1001,2018,430 CLINTON AVENUE CO,430 CLINTON AVENUE,2763.0,2,3-1960-1001
3-1966-1201,3,1966,1201,2018,THE 242 GREENE AVENUE,242 GREENE AVENUE,7996.0,2,3-1966-1201
3-1968-1001,3,1968,1001,2017,171 LEXINGTON AVENUE,171 LEXINGTON AVENUE,7084.0,2C,3-1968-1001
3-1968-1001,3,1968,1001,2018,171 LEXINGTON AVENUE,171 LEXINGTON AVENUE,7084.0,2C,3-1968-1001
3-1973-51,3,1973,51,2018,261 GATES AVENUE LLC,261 GATES AVENUE,109200.0,2,3-1973-51
3-1974-1075,3,1974,1075,2018,GATES EQUITIES CORP.,315 GATES AVENUE,117937.0,4,3-1974-1075
3-1974-1076,3,1974,1076,2018,GATES EQUITIES CORP.,315 GATES AVENUE,106756.0,4,3-1974-1076
3-1981-1,3,1981,1,2018,"FENIMORE PLAZA, LLC",1 PUTNAM AVENUE,67800.0,4,3-1981-1
3-2000-1001,3,2000,1001,2018,THE BEDFORD PLACE CON,1240 BEDFORD AVENUE,3944.0,2,3-2000-1001
3-2001-1001,3,2001,1001,2018,MIR ATLANTIC TERMINAL,139 FLATBUSH AVENUE,899650.0,4,3-2001-1001
3-2010-1001,3,2010,1001,2018,525-527 VANDERBILT AV,525 VANDERBILT AVENUE,18063.0,2C,3-2010-1001
3-2011-38,3,2011,38,2018,WAVERLY 508 LLC,508 WAVERLY AVENUE,14750.0,4,3-2011-38
3-2012-32,3,2012,32,2018,DIANA REALTY LLC,894 FULTON STREET,163400.0,4,3-2012-32
3-2013-41,3,2013,41,2018,260-262 ST. JAMES INV,260 ST JAMES PLACE,84450.0,2,3-2013-41
3-2013-141,3,2013,141,2018,260-262 ST. JAMES INV,262 ST JAMES PLACE,84450.0,2,3-2013-141
3-2013-1001,3,2013,1001,2017,CATHEDRAL CONDOMINIUM,555 WASHINGTON AVENUE,7413.0,2,3-2013-1001
3-2013-1001,3,2013,1001,2018,CATHEDRAL CONDOMINIUM,555 WASHINGTON AVENUE,4921.0,2,3-2013-1001
3-2018-67,3,2018,67,2018,905 ATLANTIC REALTY C,905 ATLANTIC AVENUE,87000.0,4,3-2018-67
3-2018-166,3,2018,166,2018,905 ATLANTIC REALTY C,ATLANTIC AVENUE,25350.0,4,3-2018-166
3-2019-63,3,2019,63,2018,"AUTOZONE NORTHEAST, I",983 ATLANTIC AVENUE,343600.0,4,3-2019-63
3-2021-20,3,2021,20,2018,RANA DIN M,1095 ATLANTIC AVENUE,160750.0,4,3-2021-20
3-2022-1,3,2022,1,2018,BOLLA EM REALTY LLC,1119 ATLANTIC AVENUE,143900.0,4,3-2022-1
3-2029-24,3,2029,24,2018,CUMBERLAND REALTY HOL,62 FLUSHING AVENUE,59150.0,4,3-2029-24
3-2029-31,3,2029,31,2017,CUMBERLAND REALTY HOL,18 CUMBERLAND STREET,637500.0,4,3-2029-31
3-2029-31,3,2029,31,2018,CUMBERLAND REALTY HOL,18 CUMBERLAND STREET,776300.0,4,3-2029-31
3-2029-40,3,2029,40,2018,MIT REALTY LLC,40 CUMBERLAND STREET,20750.0,2,3-2029-40
3-2031-16,3,2031,16,2018,1 CARLTON ASSOCIATES,1 CARLTON AVENUE,290050.0,4,3-2031-16
3-2032-15,3,2032,15,2017,CUMBERLAND REALTY HOL,11 ADELPHI STREET,248450.0,4,3-2032-15
3-2032-15,3,2032,15,2018,CUMBERLAND REALTY HOL,11 ADELPHI STREET,380300.0,4,3-2032-15
3-2032-32,3,2032,32,2018,"ACHILLES CONSULTING,",12 CLERMONT AVENUE,24300.0,4,3-2032-32
3-2045-1001,3,2045,1001,2018,375 MYRTLE AVENUE PRO,150 CLERMONT AVENUE,1993150.0,2,3-2045-1001
3-2046-5,3,2046,5,2017,CLERMONT HOUSE LLC,129 CLERMONT AVENUE,44300.0,2,3-2046-5
3-2046-5,3,2046,5,2018,CLERMONT HOUSE LLC,129 CLERMONT AVENUE,118550.0,2,3-2046-5
3-2047-11,3,2047,11,2018,FC FLATBUSH ASSOCIATE,303 BRIDGE STREET,4618550.0,4,3-2047-11
3-2047-40,3,2047,40,2018,FOREST CITY MYRTLE AS,115 MYRTLE AVENUE,1630300.0,4,3-2047-40
3-2049-8,3,2049,8,2018,ROBERT IANNUCCI,325 GOLD STREET,235250.0,4,3-2049-8
3-2049-1003,3,2049,1003,2017,THE TOY FACTORY CONDO,176 JOHNSON STREET,3806.0,2,3-2049-1003
3-2049-1003,3,2049,1003,2018,THE TOY FACTORY CONDO,176 JOHNSON STREET,9277.0,2,3-2049-1003
3-2058-17,3,2058,17,2017,JPMORGAN CHASE BANK N,339 BRIDGE STREET,1846100.0,4,3-2058-17
3-2058-17,3,2058,17,2018,JPMORGAN CHASE BANK N,339 BRIDGE STREET,3097850.0,4,3-2058-17
3-2061-100,3,2061,100,2018,FLEET CENTER INC.,101 FLEET PLACE,130250.0,4,3-2061-100
3-2061-110,3,2061,110,2018,RED APPLE 81 FLEET PL,81 FLEET PLACE,5200600.0,2,3-2061-110
3-2061-1104,3,2061,1104,2018,RED APPLE 180 MYRTLE,180 MYRTLE AVENUE,580770.0,4,3-2061-1104
3-2061-1105,3,2061,1105,2018,RED APPLE 180 MYRTLE,180 MYRTLE AVENUE,1981150.0,2,3-2061-1105
3-2074-1101,3,2074,1101,2017,174 CLERMONT CONDOMIN,174 CLERMONT AVENUE,35948.0,2C,3-2074-1101
3-2074-1101,3,2074,1101,2018,174 CLERMONT CONDOMIN,174 CLERMONT AVENUE,32475.0,2C,3-2074-1101
3-2075-1,3,2075,1,2018,65 LEON LLC,65 WILLOUGHBY AVENUE,73650.0,2,3-2075-1
3-2092-53,3,2092,53,2018,CLINTON HILL GARAGE C,240 VANDERBILT AVENUE,28300.0,4,3-2092-53
3-2095-1101,3,2095,1101,2018,FORTE CONDOMINIUM,230 ASHLAND PLACE,5872.0,2,3-2095-1101
3-2096-14,3,2096,14,2018,30 SAINT FELIX STREET,205 ASHLAND PLACE,342620.0,2,3-2096-14
3-2098-11,3,2098,11,2018,"A & C ASSOCIATES, LLC",63 FT GREENE PLACE,78150.0,2,3-2098-11
3-2099-1101,3,2099,1101,2018,GREENS CONDOMINIUMS L,35 SOUTH ELLIOTT PLAC,7030.0,2C,3-2099-1101
3-2100-76,3,2100,76,2018,99 LAFAYETTE INVESTOR,93 LAFAYETTE AVENUE,443700.0,2,3-2100-76
3-2101-1201,3,2101,1201,2018,THE SANCTUARY CONDOMI,264 CUMBERLAND STREET,6728.0,2,3-2101-1201
3-2102-8,3,2102,8,2018,CUMBERLAND APARTMENTS,249 CUMBERLAND STREET,208650.0,2,3-2102-8
3-2113-18,3,2113,18,2018,DENTAL SOC. NY STATE,107 FT GREENE PLACE,102600.0,4,3-2113-18
3-2120-1038,3,2120,1038,2017,POLAVARAPU FAMILY LIM,381 CARLTON AVENUE,7890.0,4,3-2120-1038
3-2130-17,3,2130,17,2018,L & F REALTY CORP,84 BROADWAY,423150.0,2,3-2130-17
3-2131-8,3,2131,8,2018,IB BROADWAY LLC,110 BROADWAY,1100550.0,2,3-2131-8
3-2132-21,3,2132,21,2018,"PETER LUGER, INC.",178 BROADWAY,74250.0,4,3-2132-21
3-2132-35,3,2132,35,2018,135 SOUTH 8TH REALTY,137 SOUTH 8 STREET,27500.0,4,3-2132-35
3-2132-37,3,2132,37,2018,129 SOUTH 8 LLC,133 SOUTH 8 STREET,31750.0,4,3-2132-37
3-2133-1,3,2133,1,2018,DRIGBY CORP.,184 BROADWAY,71050.0,2,3-2133-1
3-2134-1,3,2134,1,2017,"WATERFRONT REALTY II,",478 KENT AVENUE,880650.0,4,3-2134-1
3-2134-1,3,2134,1,2018,"WATERFRONT REALTY II,",478 KENT AVENUE,580650.0,4,3-2134-1
3-2134-1102,3,2134,1102,2018,THE SCHAEFER LANDING,446 KENT AVENUE,1882.0,2,3-2134-1102
3-2135-1001,3,2135,1001,2017,THE 23 SOUTH 10TH STR,23 SOUTH 10 STREET,36717.0,2,3-2135-1001
3-2135-1001,3,2135,1001,2018,THE 23 SOUTH 10TH STR,23 SOUTH 10 STREET,46961.0,2,3-2135-1001
3-2135-1101,3,2135,1101,2017,THE 22 SOUTH 9TH STRE,22 SOUTH 9 STREET,44447.0,2,3-2135-1101
3-2135-1101,3,2135,1101,2018,THE 22 SOUTH 9TH STRE,22 SOUTH 9 STREET,70722.0,2,3-2135-1101
3-2135-1201,3,2135,1201,2017,THE 29 SOUTH 10 STREE,29 SOUTH 10 STREET,5127.0,2,3-2135-1201
3-2135-1201,3,2135,1201,2018,THE 29 SOUTH 10 STREE,29 SOUTH 10 STREET,19069.0,2,3-2135-1201
3-2135-1301,3,2135,1301,2017,THE 28 SOUTH 9TH STRE,28 SOUTH 9 STREET,40138.0,2,3-2135-1301
3-2135-1301,3,2135,1301,2018,THE 28 SOUTH 9TH STRE,28 SOUTH 9 STREET,57613.0,2,3-2135-1301
3-2135-1401,3,2135,1401,2017,THE 37 SOUTH 10TH STR,37 SOUTH 10 STREET,37364.0,2,3-2135-1401
3-2135-1401,3,2135,1401,2018,THE 37 SOUTH 10TH STR,37 SOUTH 10 STREET,53137.0,2,3-2135-1401
3-2135-1501,3,2135,1501,2017,THE 34 SOUTH 9TH STRE,34 SOUTH 9 STREET,38278.0,2,3-2135-1501
3-2135-1501,3,2135,1501,2018,THE 34 SOUTH 9TH STRE,34 SOUTH 9 STREET,64879.0,2,3-2135-1501
3-2135-1601,3,2135,1601,2017,THE 43 SOUTH 10TH STR,43 SOUTH 10 STREET,28867.0,2,3-2135-1601
3-2135-1601,3,2135,1601,2018,THE 43 SOUTH 10TH STR,43 SOUTH 10 STREET,41408.0,2,3-2135-1601
3-2135-1701,3,2135,1701,2017,THE 40 SOUTH 9TH STRE,40 SOUTH 9 STREET,8669.0,2,3-2135-1701
3-2135-1701,3,2135,1701,2018,THE 40 SOUTH 9TH STRE,40 SOUTH 9 STREET,50173.0,2,3-2135-1701
